,mol_idx,atom_idx,experimental_shift,dft_shift
5915,88800,3,127.7,129.28
5916,88800,4,131.5,131.95
5917,88800,5,127.7,132.81
5918,88800,6,123.9,127.29
5919,88800,7,152.3,152.97
5920,88800,8,61.3,59.65
5921,88800,9,77.6,79.61
5922,88800,10,142.2,142.02
5923,88800,11,128.3,127.54
5924,88800,12,128.6,128.33
5925,88800,13,132.9,133.09
5926,88800,14,128.6,127.9
5927,88800,15,128.3,129.72
5928,88800,16,76.5,78.74
5929,88809,0,73.2,72.48
5930,88809,1,64.4,66.54
5931,88809,2,161.2,159.49
5932,88809,3,37.4,36.11
5933,88809,4,37.4,34.68
5934,88809,5,36.4,40.4
5935,88809,6,27.8,31.48
5936,88809,7,22.5,25.28
5937,88809,8,13.8,14.23
5938,88812,0,145.9,147.54
5939,88812,5,129.9,129.16
5940,88812,4,129.5,130.81
5941,88812,3,132.9,133.15
5942,88812,2,129.5,128.6
5943,88812,1,129.9,128.83
5944,88812,6,21.8,21.46
5945,88812,7,72.1,91.46
5946,88812,8,170.2,171.86
5947,88812,9,90.5,70.42
5948,88812,10,166.3,166.84
5949,88812,11,160.1,160.46
5950,88812,12,104.5,105.44
5951,88812,13,14.0,14.5
5952,88812,14,11.4,11.69
5953,88815,0,116.4,117.56
5954,88815,1,141.4,145.47
5955,88815,2,18.5,18.53
5956,88815,3,128.8,136.0
5957,88815,4,133.6,132.49
5958,88815,5,60.3,64.82
5959,88816,2,152.0,165.44
5960,88816,3,100.0,107.56
5961,88816,4,57.0,55.73
5962,88824,0,117.7,117.09
5963,88824,1,127.0,126.67
5964,88824,2,122.5,122.13
5965,88824,3,128.1,127.86
5966,88824,4,120.2,125.24
5967,88824,5,136.0,135.76
5968,88824,6,23.0,25.58
5969,88824,7,139.1,136.24
5970,88824,8,128.7,126.88
5971,88824,9,62.7,57.1
5972,88824,10,190.4,185.86
5973,88824,11,10.5,13.84
5974,88826,0,86.9,96.32
5975,88826,1,69.3,67.94
5976,88826,2,215.5,218.94
5977,88826,3,69.3,70.67
5978,88826,4,23.5,21.21
5979,88826,5,22.4,21.67
5980,88826,6,23.5,25.2
5981,88826,7,22.4,22.14
5982,88826,8,192.2,192.25
5983,88826,9,28.7,28.39
5984,88837,0,159.4,162.59
5985,88837,1,40.2,43.03
5986,88837,2,170.6,169.64
5987,88837,3,138.0,139.34
5988,88837,8,118.9,115.89
5989,88837,7,128.8,128.74
5990,88837,6,125.0,122.96
5991,88837,5,128.8,128.92
5992,88837,4,118.9,115.26
5993,88837,9,42.1,41.76
5994,88837,10,26.7,29.21
5995,88837,11,22.5,22.37
5996,88837,12,22.5,19.73
5997,88852,0,119.8,119.79
5998,88852,1,125.5,125.2
5999,88852,2,128.9,128.9
6000,88852,3,136.3,137.6
6001,88852,4,189.1,193.83
6002,88852,5,96.1,95.88
6003,88852,6,136.6,137.82
6004,88852,7,151.4,151.54
6005,88852,8,23.8,27.68
6006,88852,9,37.2,39.13
6007,88852,10,29.8,28.34
6008,88852,11,29.8,23.7
6009,88852,12,29.8,30.36
6010,88852,13,29.4,30.19
6011,88852,14,53.2,51.17
6012,88852,15,15.2,16.67
6013,88852,16,7.6,7.67
6014,88853,0,106.0,103.75
6015,88853,1,159.7,159.87
6016,88853,2,118.4,116.87
6017,88853,3,124.9,124.4
6018,88853,4,136.9,128.76
6019,88853,5,134.3,154.75
6020,88853,6,71.9,99.14
6021,88853,7,169.9,181.47
6022,88853,8,36.2,38.34
6023,88853,9,27.2,25.88
6024,88853,10,27.2,26.39
6025,88853,11,27.2,27.34
6026,88861,0,122.9,123.2
6027,88861,1,119.1,118.09
6028,88861,2,124.9,124.72
6029,88861,3,108.2,107.87
6030,88861,4,149.1,146.76
6031,88861,5,103.7,103.1
6032,88861,6,120.8,119.2
6033,88861,7,140.9,138.88
6034,88861,8,144.1,142.61
6035,88861,9,119.8,127.44
6036,88861,10,126.6,126.94
6037,88861,11,28.0,25.49
6038,88861,12,159.0,156.88
6039,88861,13,40.4,38.59
6040,88861,14,40.4,38.81
6041,88861,15,139.7,145.37
6042,88861,16,20.2,19.06
6043,88861,17,114.6,113.21
6044,88874,0,65.6,66.5
6045,88874,1,46.0,49.19
6046,88874,2,39.1,42.4
6047,88874,3,129.7,131.24
6048,88874,4,124.1,127.39
6049,88874,5,83.5,84.85
6050,88874,6,77.1,81.35
6051,88874,7,141.1,141.85
6052,88874,8,126.2,133.23
6053,88874,9,127.9,128.34
6054,88874,10,126.9,127.02
6055,88874,11,127.9,128.9
6056,88874,12,126.2,125.55
6057,88883,0,135.2,135.38
6058,88883,1,128.8,127.28
6059,88883,2,121.9,121.26
6060,88883,3,140.4,139.81
6061,88883,4,121.8,121.95
6062,88883,5,120.0,118.54
6063,88883,6,128.3,128.05
6064,88883,7,111.7,111.18
6065,88883,8,113.0,112.52
6066,88883,9,144.2,142.55
6067,88883,10,138.1,137.56
6068,88883,11,37.7,36.56
6069,88883,12,35.6,38.96
6070,88883,13,66.7,65.06
6071,88883,14,17.6,14.62
6072,89126,0,126.8,127.7
6073,89126,1,126.4,127.01
6074,89126,2,130.2,130.09
6075,89126,3,129.9,132.26
6076,89126,4,148.1,147.16
6077,89126,5,128.4,127.44
6078,89126,6,148.1,147.36
6079,89126,7,128.4,127.49
6080,89126,8,142.4,146.14
6081,89126,9,129.9,132.01
6082,89126,10,130.2,130.26
6083,89126,11,126.4,126.81
6084,89126,12,126.8,127.12
6085,89126,13,35.1,40.22
6086,89126,14,58.3,55.58
6087,89126,15,44.6,45.45
6088,89126,16,44.6,40.47
6089,89127,0,169.1,170.23
6090,89127,1,111.9,111.39
6091,89127,2,144.3,144.43
6092,89127,3,139.5,138.72
6093,89127,4,157.9,156.23
6094,89127,5,140.8,141.89
6095,89127,6,200.2,202.07
6096,89127,7,31.6,32.43
6097,89127,8,128.6,129.53
6098,89127,9,128.7,129.19
6099,89127,10,130.2,131.54
6100,89127,11,128.7,127.95
6101,89127,12,128.6,132.04
6102,89144,0,68.4,66.91
6103,89144,1,47.2,44.94
6104,89144,2,47.2,47.16
6105,89144,3,68.4,67.68
6106,89144,4,59.8,59.14
6107,89144,5,26.6,23.05
6108,89144,6,8.9,8.16
6109,89144,7,26.6,27.24
6110,89144,8,8.9,7.18
6111,89144,9,26.6,28.8
6112,89144,10,8.9,9.46
6113,89152,0,51.2,47.45
6114,89152,1,24.8,27.8
6115,89152,2,24.8,25.1
6116,89152,3,51.2,54.65
6117,89152,4,70.5,67.98
6118,89152,7,29.6,29.69
6119,89152,8,20.1,21.17
6120,89152,5,29.6,32.79
6121,89152,6,20.1,15.31
6122,89152,10,21.3,20.55
6123,89152,9,21.3,19.19
6124,89155,0,22.0,26.9
6125,89155,1,48.9,47.55
6126,89155,2,99.0,94.67
6127,89155,3,68.4,65.79
6128,89155,4,30.2,30.06
6129,89155,5,10.1,12.72
6130,89155,6,18.9,17.91
6131,89155,7,40.0,43.19
6132,89155,8,13.5,12.21
6133,89160,0,61.6,60.52
6134,89160,2,44.5,44.8
6135,89160,3,91.7,89.73
6136,89160,6,171.4,172.55
6137,89160,7,51.2,49.78
6138,89160,8,136.6,137.76
6139,89162,0,37.6,36.9
6140,89162,1,23.9,25.58
6141,89162,2,65.2,63.1
6142,89162,3,85.1,78.04
6143,89162,4,74.0,69.87
6144,89162,5,166.1,166.78
6145,89162,6,63.4,66.64
6146,89162,7,64.1,61.62
6147,89162,8,95.5,95.27
6148,89162,9,15.5,21.85
6149,89162,10,27.9,26.12
6150,89162,11,31.0,29.88
6151,89162,12,19.5,17.39
6152,89162,13,22.6,15.27
6153,89163,0,22.6,29.99
6154,89163,1,66.8,65.1
6155,89163,2,80.3,83.79
6156,89163,3,58.2,65.97
6157,89163,4,73.1,73.21
6158,89163,5,59.1,54.07
6159,89163,6,21.6,13.42
6160,89163,7,169.3,170.7
6161,89163,8,65.0,64.73
6162,89163,9,135.3,136.96
6163,89163,14,128.5,131.08
6164,89163,13,128.4,128.59
6165,89163,12,128.6,129.03
6166,89163,11,128.4,128.38
6167,89163,10,128.5,133.4
6168,89166,0,20.7,20.23
6169,89166,1,68.0,65.16
6170,89166,2,184.4,181.19
6171,89166,3,45.9,45.49
6172,89166,4,183.8,184.69
6173,89166,5,50.5,52.34
6174,89166,6,142.7,151.6
6175,89166,7,114.4,113.35
6176,89166,8,26.4,29.32
6177,89166,9,26.4,16.82
6178,89170,0,28.4,28.24
6179,89170,1,60.4,58.43
6180,89170,2,82.6,79.58
6181,89170,3,39.0,38.47
6182,89170,4,35.0,28.26
6183,89170,5,51.0,50.66
6184,89170,6,51.0,47.54
6185,89170,7,35.0,39.48
6186,89170,8,58.6,56.53
6187,89170,9,69.9,69.39
6188,89170,10,66.7,65.47
6189,89170,11,15.9,15.27
6190,89172,0,109.4,107.85
6191,89172,5,133.0,134.24
6192,89172,4,121.5,114.26
6193,89172,3,153.1,152.81
6194,89172,2,121.5,126.55
6195,89172,1,133.0,134.51
6196,89172,6,42.3,49.38
6197,89172,7,24.9,26.51
6198,89172,8,67.8,65.52
6199,89172,9,82.8,74.83
6200,89172,10,119.2,122.69
6201,89181,0,161.4,158.09
6202,89181,1,143.1,143.84
6203,89181,2,154.7,153.08
6204,89181,3,103.0,101.36
6205,89181,4,39.1,39.2
6206,89181,5,38.4,38.47
6207,89181,6,19.1,20.09
6208,89181,7,97.2,96.5
6209,89181,8,192.9,189.54
6210,89181,9,139.7,140.63
6211,89181,14,127.8,129.62
6212,89181,13,127.6,126.58
6213,89181,12,129.8,130.65
6214,89181,11,127.6,128.83
6215,89181,10,127.8,129.47
6216,89182,0,170.2,169.95
6217,89182,1,21.6,24.01
6218,89182,2,156.3,153.32
6219,89182,3,32.7,33.4
6220,89182,4,39.0,41.55
6221,89182,5,38.6,37.75
6222,89182,6,20.6,21.89
6223,89182,7,87.1,86.88
6224,89182,8,188.4,185.51
6225,89182,9,141.7,142.54
6226,89182,14,127.7,127.18
6227,89182,13,126.4,126.01
6228,89182,12,128.4,128.96
6229,89182,11,126.4,128.34
6230,89182,10,127.7,128.77
6231,89192,0,43.4,43.65
6232,89192,1,58.2,57.43
6233,89192,2,77.7,75.18
6234,89192,3,58.2,56.0
6235,89192,4,42.4,39.99
6236,89192,5,42.4,40.15
6237,89192,6,118.6,122.28
6238,89192,7,165.9,166.13
6239,89192,8,62.9,62.14
6240,89192,9,13.9,12.76
6241,89193,0,54.1,55.31
6242,89193,1,55.1,56.79
6243,89193,2,75.9,72.4
6244,89193,3,55.1,52.04
6245,89193,4,48.9,48.24
6246,89193,5,48.9,47.85
6247,89193,6,12.1,12.63
6248,89193,7,12.1,12.32
6249,89193,8,169.1,169.44
6250,89193,9,61.3,60.82
6251,89193,10,14.0,12.88
6252,89193,11,169.1,169.77
6253,89193,12,61.3,60.4
6254,89193,13,14.0,13.15
6255,89194,0,105.0,113.32
6256,89194,1,39.3,43.11
6257,89194,2,65.6,64.27
6258,89194,3,148.0,149.4
6259,89194,4,144.2,135.7
6260,89194,5,32.5,35.8
6261,89194,6,174.0,171.03
6262,89194,7,167.0,163.68
6263,89194,8,119.4,121.58
6264,89194,9,143.4,143.37
6265,89195,0,170.6,163.66
6266,89195,1,28.2,32.13
6267,89195,2,52.7,55.94
6268,89195,3,93.4,94.98
6269,89195,4,166.0,174.21
6270,89195,5,66.1,66.23
6271,89195,7,116.7,119.8
6272,89195,6,116.3,122.39
6273,89195,8,134.1,137.72
6274,89195,14,55.3,50.81
6275,89195,15,135.0,135.05
6276,89200,0,99.1,99.3
6277,89200,1,30.8,23.47
6278,89200,2,33.0,31.6
6279,89200,3,166.8,167.44
6280,89200,4,151.5,154.38
6281,89200,5,50.7,54.84
6282,89200,6,69.5,69.01
6283,89200,7,167.8,163.35
6284,89200,10,24.2,31.34
6285,89200,11,21.0,23.01
6286,89200,12,169.2,167.9
6287,89201,0,105.7,104.99
6288,89201,1,139.0,140.87
6289,89201,2,116.4,115.79
6290,89201,3,160.4,157.28
6291,89201,4,152.8,154.31
6292,89201,5,196.6,197.23
6293,89201,6,71.3,72.16
6294,89201,7,163.9,160.98
6295,89201,8,61.8,61.59
6296,89201,9,14.3,13.07
6297,89201,10,29.6,31.23
6298,89201,11,15.5,15.87
6299,89201,12,17.5,14.02
6300,89207,0,126.5,127.34
6301,89207,1,125.6,125.59
6302,89207,2,134.2,133.89
6303,89207,3,118.6,117.77
6304,89207,4,139.2,138.61
6305,89207,5,125.3,125.72
6306,89207,6,149.4,148.45
6307,89207,7,107.3,108.07
6308,89207,8,178.3,175.04
6309,89207,9,165.9,162.91
6310,89207,10,83.8,82.28
6311,89207,11,70.3,69.21
6312,89207,12,59.9,60.48
6313,89208,0,82.0,82.33
6314,89208,1,72.3,71.67
6315,89208,2,99.4,100.86
6316,89208,3,108.3,106.68
6317,89208,6,56.1,53.52
6318,89208,23,62.7,61.4
6319,89208,14,45.3,42.86
6320,89208,18,45.3,42.69
6321,89213,3,137.3,140.93
6322,89213,6,51.3,49.18
6323,89213,7,49.2,46.0
6324,89213,8,27.0,31.36
6325,89213,9,31.0,32.48
6326,89214,0,168.8,167.7
6327,89214,1,30.1,31.86
6328,89214,2,26.1,30.94
6329,89214,3,49.2,50.05
6330,89214,4,50.7,52.65
6331,89214,5,166.8,169.24
6332,89214,6,61.3,60.56
6333,89214,7,14.1,12.53
6334,89216,0,86.4,84.02
6335,89216,1,31.6,21.55
6336,89216,2,20.7,32.85
6337,89216,3,140.7,142.69
6338,89216,4,117.1,120.81
6339,89216,5,151.4,149.0
6340,89216,6,26.1,29.64
6341,89216,7,41.5,40.36
6342,89216,8,21.4,20.83
6343,89216,9,170.4,167.45
6344,89216,10,58.9,58.35
6345,89216,11,14.4,13.42
6346,89218,0,125.8,125.27
6347,89218,1,129.6,129.1
6348,89218,2,137.8,141.93
6349,89218,3,129.6,129.91
6350,89218,4,125.8,124.13
6351,89218,5,142.0,144.16
6352,89218,6,61.6,63.86
6353,89218,7,162.5,160.44
6354,89218,8,49.1,44.64
6355,89218,9,28.0,31.21
6356,89218,10,27.3,32.88
6357,89218,11,44.7,48.97
6358,89220,0,23.2,23.55
6359,89220,1,21.9,23.43
6360,89220,2,22.4,23.52
6361,89220,3,33.3,35.11
6362,89220,4,162.2,160.57
6363,89220,5,99.4,98.95
6364,89220,6,155.0,153.36
6365,89220,7,145.4,143.91
6366,89220,8,165.5,167.08
6367,89220,9,36.5,39.96
6368,89220,10,23.4,20.3
6369,89220,11,23.4,23.69
6370,89220,12,40.8,40.89
6371,89220,13,57.0,54.3
6372,89220,14,54.3,55.57
6373,89220,15,28.0,31.83
6374,89220,16,28.0,31.74
6375,89220,17,54.3,49.53
6376,89226,0,119.5,121.56
6377,89226,1,132.9,130.2
6378,89226,2,124.1,123.29
6379,89226,3,116.8,117.71
6380,89226,4,147.5,147.31
6381,89226,5,143.1,141.21
6382,89226,6,64.6,63.42
6383,89226,7,64.0,62.75
6384,89226,8,194.3,190.54
6385,89226,9,130.9,133.03
6386,89226,14,107.3,117.16
6387,89226,13,152.6,153.35
6388,89226,11,152.6,154.39
6389,89226,10,107.3,105.05
6390,89226,17,56.2,52.61
6391,89226,16,60.8,56.91
6392,89226,15,56.2,59.42
6393,89227,0,159.2,157.52
6394,89227,1,30.4,33.59
6395,89227,2,50.1,52.92
6396,89227,3,208.0,211.2
6397,89227,4,112.7,112.03
6398,89227,5,40.7,38.8
6399,89227,6,40.7,38.35
6400,89227,7,31.2,33.48
6401,89227,8,19.4,20.48
6402,89227,9,20.0,15.08
6403,89243,0,117.6,117.5
6404,89243,1,124.1,122.81
6405,89243,2,127.5,132.13
6406,89243,3,115.8,114.81
6407,89243,4,126.6,128.31
6408,89243,5,142.1,142.02
6409,89243,6,167.6,163.61
6410,89243,7,78.2,79.01
6411,89243,8,71.4,70.32
6412,89243,9,34.6,33.93
6413,89243,10,18.3,21.48
6414,89243,11,13.9,13.84
6415,89248,0,14.5,9.62
6416,89248,1,23.8,29.67
6417,89248,2,190.7,193.96
6418,89248,3,61.2,57.24
6419,89248,4,211.3,212.79
6420,89248,5,68.8,68.48
6421,89248,6,13.4,14.15
6422,89250,0,168.4,172.8
6423,89250,1,116.6,113.48
6424,89250,2,146.8,150.62
6425,89250,3,128.6,127.6
6426,89250,4,195.7,192.42
6427,89250,5,20.5,22.13
6428,89250,8,19.9,23.44
6429,89250,9,164.5,163.96
6430,89251,0,132.8,132.84
6431,89251,1,113.1,111.22
6432,89251,2,138.0,138.66
6433,89251,3,175.3,175.0
6434,89251,4,137.6,138.19
6435,89251,5,72.0,68.64
6436,89251,6,12.8,12.01
6437,89252,0,138.4,138.88
6438,89252,1,104.0,101.3
6439,89252,2,137.2,138.53
6440,89252,3,159.1,155.44
6441,89252,4,122.4,121.5
6442,89252,5,83.4,79.88
6443,89252,6,138.8,140.32
6444,89252,7,19.7,18.56
6445,89256,0,112.6,125.65
6446,89256,1,102.9,101.73
6447,89256,2,127.1,131.34
6448,89256,3,152.9,152.47
6449,89256,4,150.7,150.62
6450,89256,5,64.1,60.34
6451,89256,6,55.8,55.86
6452,89258,0,128.9,129.2
6453,89258,1,122.8,121.54
6454,89258,2,134.9,135.09
6455,89258,3,115.4,113.36
6456,89258,4,140.4,140.32
6457,89258,5,113.3,115.2
6458,89258,6,150.7,148.22
6459,89258,7,161.4,158.62
6460,89258,8,43.2,45.12
6461,89258,9,34.0,35.08
6462,89258,10,138.6,140.52
6463,89258,15,128.4,129.44
6464,89258,14,128.9,128.61
6465,89258,13,126.4,125.88
6466,89258,12,128.9,128.61
6467,89258,11,128.4,129.5
6468,89258,16,30.6,28.5
6469,89265,5,132.7,135.0
6470,89265,6,190.0,192.31
6471,89265,7,56.6,61.49
6472,89265,8,212.9,217.62
6473,89265,9,68.2,70.56
6474,89265,10,13.3,14.49
6475,89266,0,126.0,127.02
6476,89266,1,128.2,128.35
6477,89266,2,131.1,131.95
6478,89266,3,128.2,128.52
6479,89266,4,126.0,127.5
6480,89266,5,134.4,133.38
6481,89266,6,171.9,161.31
6482,89266,7,100.2,103.29
6483,89266,8,207.7,205.25
6484,89266,9,64.9,65.98
6485,89266,10,13.7,13.21
6486,89267,0,22.8,21.5
6487,89267,1,176.4,167.08
6488,89267,2,102.6,105.18
6489,89267,3,207.9,205.37
6490,89267,4,65.6,65.67
6491,89267,5,13.7,13.11
6492,89270,2,126.3,126.62
6493,89270,5,143.2,144.83
6494,89270,6,45.4,45.74
6495,89270,7,17.3,9.81
6496,89270,8,74.1,80.19
6497,89270,9,54.1,47.85
6498,89270,10,221.7,226.62
6499,89270,11,68.0,67.26
6500,89270,12,13.5,14.26
6501,89500,0,150.7,149.47
6502,89500,1,112.4,110.95
6503,89500,2,156.3,155.32
6504,89500,3,93.9,92.43
6505,89500,4,150.1,149.38
6506,89500,5,102.6,105.68
6507,89500,6,165.5,167.53
6508,89500,7,39.5,42.02
6509,89500,8,37.4,41.23
6510,89500,9,37.4,41.09
6511,89500,10,39.5,41.42
6512,89500,11,102.6,111.58
6513,89500,12,165.5,167.16
6514,89500,13,150.1,149.43
6515,89500,14,156.3,154.03
6516,89500,15,112.4,117.34
6517,89500,16,150.7,149.26
6518,89500,17,93.9,96.95
6519,89500,18,144.0,143.05
6520,89500,19,104.6,105.93
6521,89500,20,144.0,144.83
6522,89500,21,104.6,103.94
6523,89500,22,58.8,56.48
6524,89500,23,58.8,57.99
6525,89539,0,75.3,76.8
6526,89539,1,33.9,35.79
6527,89539,2,36.7,38.64
6528,89539,3,27.1,28.68
6529,89539,4,28.0,29.19
6530,89539,5,24.5,24.83
6531,89539,6,33.5,31.63
6532,89539,7,178.4,173.07
6533,89541,3,61.0,59.35
6534,89541,1,68.1,59.98
6535,89541,2,61.0,61.63
6536,89541,0,61.0,72.24
6537,89541,4,55.2,52.35
6538,89541,5,19.5,18.33
6539,89541,6,178.1,174.42
6540,89548,0,164.4,166.36
6541,89548,1,30.5,33.33
6542,89548,2,135.9,139.16
6543,89548,8,38.1,37.81
6544,89549,0,153.9,154.69
6545,89549,1,32.2,31.32
6546,89549,2,24.3,27.74
6547,89549,3,32.5,37.36
6548,89549,4,138.7,141.53
6549,89549,7,125.9,126.8
6550,89569,0,118.3,112.62
6551,89569,1,178.9,176.22
6552,89569,2,116.7,116.12
6553,89569,3,165.0,169.41
6554,89569,4,16.3,15.49
6555,89569,5,10.5,20.2
6556,89569,6,10.5,20.19
6557,89572,6,44.5,50.94
6558,89572,7,59.5,58.68
6559,89572,8,171.3,181.72
6560,89572,9,38.4,42.85
6561,89572,10,25.1,25.92
6562,89572,11,22.0,21.99
6563,89572,12,23.5,18.61
6564,89573,0,140.6,143.8
6565,89573,1,164.6,162.27
6566,89573,2,150.5,154.99
6567,89573,3,115.8,116.54
6568,89573,4,166.6,165.59
6569,89573,6,92.8,91.65
6570,89573,7,167.0,165.69
6571,89576,0,84.4,83.59
6572,89576,1,168.3,168.65
6573,89576,2,114.6,120.92
6574,89576,3,191.6,188.84
6575,89576,5,108.2,93.35
6576,89576,6,194.8,198.52
6577,89576,28,121.8,120.15
6578,89576,29,131.3,137.75
6579,89576,30,16.9,17.67
6580,89576,34,25.0,25.73
6581,89576,58,52.9,50.14
6582,89576,44,115.5,116.32
6583,89576,45,137.0,149.7
6584,89576,46,16.8,19.3
6585,89576,50,24.9,25.51
6586,89576,8,184.6,193.1
6587,89576,10,122.5,123.71
6588,89576,11,144.3,155.86
6589,89576,12,135.3,133.39
6590,89576,13,128.4,134.63
6591,89576,14,128.9,129.24
6592,89576,15,130.6,132.69
6593,89576,16,128.9,128.7
6594,89576,17,128.4,125.15
6595,89580,0,41.3,45.79
6596,89580,1,191.4,193.14
6597,89580,2,115.6,114.95
6598,89580,3,22.1,23.85
6599,89580,4,19.4,19.47
6600,89580,5,19.4,21.08
6601,89581,0,34.4,35.83
6602,89581,1,39.8,41.33
6603,89581,2,125.4,125.04
6604,89581,3,177.4,172.68
6605,89588,0,98.0,95.97
6606,89588,1,180.2,177.08
6607,89588,2,116.7,116.18
6608,89588,3,168.3,168.21
6609,89588,4,69.2,64.98
6610,89588,5,14.4,13.53
6611,89591,0,168.7,161.7
6612,89591,1,115.0,115.19
6613,89591,2,38.9,39.24
6614,89591,3,126.4,131.38
6615,89591,4,122.3,123.47
6616,89602,7,71.1,64.35
6617,89602,10,43.6,44.98
6618,89602,9,154.8,149.38
6619,89602,8,43.6,45.6
6620,89604,0,34.9,39.53
6621,89604,1,36.1,40.55
6622,89604,9,51.5,55.17
6623,89604,10,45.1,45.89
6624,89604,11,163.0,160.01
6625,89620,0,119.9,116.9
6626,89620,1,131.7,136.96
6627,89620,2,142.8,137.81
6628,89620,3,130.2,129.3
6629,89620,4,117.7,114.4
6630,89620,5,136.1,137.35
6631,89620,6,168.8,165.63
6632,89620,7,24.3,24.14
6633,89620,8,26.2,27.75
6634,89620,9,14.3,15.81
6635,89620,10,18.6,19.33
6636,89625,0,118.5,116.24
6637,89625,1,130.7,136.57
6638,89625,2,131.0,130.3
6639,89625,3,130.7,127.29
6640,89625,4,118.5,116.77
6641,89625,5,144.8,144.63
6642,89625,6,169.0,167.2
6643,89625,7,24.2,24.41
6644,89625,8,191.3,188.84
6645,89628,0,120.2,117.32
6646,89628,1,128.9,129.38
6647,89628,2,124.5,122.53
6648,89628,3,128.9,128.66
6649,89628,4,120.2,117.22
6650,89628,5,137.5,139.1
6651,89628,6,163.9,160.37
6652,89628,7,50.1,49.21
6653,89628,8,204.8,209.33
6654,89628,9,31.0,33.24
6655,89641,0,129.3,129.87
6656,89641,1,122.0,123.63
6657,89641,2,153.3,151.07
6658,89641,3,122.0,124.64
6659,89641,4,129.3,130.97
6660,89641,5,122.1,121.79
6661,89641,6,163.5,162.4
6662,89641,7,61.0,60.92
6663,89641,8,14.0,13.12
6664,89642,0,133.2,136.61
6665,89642,1,113.1,115.78
6666,89642,2,145.1,144.69
6667,89642,3,160.6,158.28
6668,89642,4,108.9,109.6
6669,89642,5,125.0,124.27
6670,89642,6,58.8,58.52
6671,89642,7,173.6,170.18
6672,89642,8,30.0,28.95
6673,89642,9,18.3,15.15
6674,89642,10,19.2,18.57
6675,89646,0,44.4,44.75
6676,89646,1,45.5,50.86
6677,89646,2,45.5,51.45
6678,89646,3,45.5,52.51
6679,89646,4,23.3,26.04
6680,89646,5,7.2,7.15
6681,89879,0,153.9,152.35
6682,89879,1,39.7,42.82
6683,89879,2,55.1,56.29
6684,89879,3,171.6,171.79
6685,89879,4,151.1,150.86
6686,89879,5,66.6,66.56
6687,89879,6,135.8,137.11
6688,89879,7,127.3,125.48
6689,89879,8,128.3,129.05
6690,89879,9,127.8,126.33
6691,89879,10,128.3,127.76
6692,89879,11,127.3,124.1
6693,89880,0,109.0,105.61
6694,89880,1,69.4,70.71
6695,89880,2,74.9,76.22
6696,89880,3,25.6,25.72
6697,89880,4,26.8,25.07
6698,89880,5,35.7,35.03
6699,89880,6,60.3,59.18
6700,89884,0,109.1,108.22
6701,89884,1,67.1,65.41
6702,89884,2,75.2,76.18
6703,89884,3,26.3,25.95
6704,89884,4,25.5,24.68
6705,89884,5,132.6,133.15
6706,89884,6,128.9,134.17
6707,89884,7,63.9,61.79
6708,89884,8,15.7,15.18
6709,89884,9,11.6,13.18
6710,89886,0,61.2,62.03
6711,89886,4,186.3,186.5
6712,89886,3,150.2,156.51
6713,89886,2,150.2,156.17
6714,89886,1,186.3,186.82
6715,89886,5,38.9,39.4
6716,89886,6,127.8,131.9
6717,89886,7,123.2,126.27
6718,89889,0,186.1,184.97
6719,89889,1,62.2,67.65
6720,89889,2,100.6,98.24
6721,89889,3,157.6,164.87
6722,89889,4,133.8,137.94
6723,89889,6,52.0,49.84
6724,89889,5,52.1,49.75
6725,89895,0,74.2,73.11
6726,89895,1,37.5,39.15
6727,89895,2,87.0,90.55
6728,89895,3,87.0,90.56
6729,89895,4,37.5,39.15
6730,89895,5,74.2,73.11
6731,89895,6,25.9,26.72
6732,89895,7,24.8,24.69
6733,89895,8,25.9,26.72
6734,89895,9,24.8,24.69
6735,89895,10,18.0,18.69
6736,89895,11,18.0,18.69
6737,89897,0,81.1,82.06
6738,89897,1,39.9,40.88
6739,89897,2,91.2,96.28
6740,89897,3,91.2,96.27
6741,89897,4,39.9,40.87
6742,89897,5,81.1,82.05
6743,89897,6,26.5,25.61
6744,89897,7,26.5,26.47
6745,89897,8,26.5,25.61
6746,89897,9,26.5,26.48
6747,89897,10,145.1,143.53
6748,89897,11,145.1,148.84
6749,89897,12,126.7,130.98
6750,89897,16,126.7,127.6
6751,89897,17,126.7,127.28
6752,89897,21,126.7,132.43
6753,89897,22,145.1,143.52
6754,89897,23,145.1,148.84
6755,89897,28,126.7,132.42
6756,89897,24,126.7,127.27
6757,89897,33,126.7,130.98
6758,89897,29,126.7,127.59
6759,89904,0,128.2,129.71
6760,89904,1,130.1,130.06
6761,89904,2,130.9,128.56
6762,89904,3,115.6,116.21
6763,89904,4,151.7,154.01
6764,89904,5,125.2,123.92
6765,89904,6,20.4,19.96
6766,89904,7,35.0,40.02
6767,89904,8,136.6,142.47
6768,89904,9,116.2,117.88
6769,89907,0,136.3,141.31
6770,89907,1,115.1,111.53
6771,89907,2,66.1,65.81
6772,89907,3,116.6,115.78
6773,89915,0,163.1,164.95
6774,89915,1,130.1,123.98
6775,89915,2,124.9,130.71
6776,89915,3,132.5,124.0
6777,89915,4,67.9,66.28
6778,89915,5,26.9,22.32
6779,89915,6,168.4,162.64
6780,89916,0,164.7,163.28
6781,89916,1,103.0,103.37
6782,89916,2,140.5,142.49
6783,89916,3,105.1,104.06
6784,89916,4,165.1,163.55
6785,89916,5,138.2,141.76
6786,89916,6,58.6,57.98
6787,89916,7,13.7,12.21
