,mol_idx,atom_idx,experimental_shift,dft_shift
11483,10018176,8,55.2,57.14
11484,10018176,9,129.0,121.68
11485,10018176,10,157.5,160.3
11486,10018176,11,108.9,108.65
11487,10018176,12,123.2,129.33
11488,10018176,13,121.1,121.28
11489,10018176,14,138.4,141.0
11490,10018176,16,19.8,21.53
11491,10018176,17,61.1,64.8
11492,10018176,22,35.5,35.53
11493,10018180,0,44.6,45.43
11494,10018180,4,46.8,50.14
11495,10018180,3,161.5,161.87
11496,10018180,2,161.5,169.85
11497,10018180,1,46.8,47.26
11498,10018180,8,115.5,116.56
11499,10018180,9,169.9,165.67
11500,10018180,5,115.5,117.72
11501,10018180,6,169.9,166.13
11502,10018180,14,51.1,49.54
11503,10018180,12,51.1,49.39
11504,10018180,19,25.9,27.37
11505,10018180,20,25.9,28.14
11506,10018180,17,21.8,18.58
11507,10018180,18,21.8,23.34
11508,10018180,15,25.9,19.78
11509,10018180,16,25.9,24.05
11510,10018181,0,184.5,187.17
11511,10018181,2,104.3,106.6
11512,10018181,3,183.6,181.64
11513,10018181,4,145.8,151.94
11514,10018181,5,132.0,130.72
11515,10018181,6,15.1,17.15
11516,10018181,7,54.2,54.63
11517,10018181,8,56.1,54.72
11518,10018181,9,136.8,139.03
11519,10018181,10,128.5,127.91
11520,10018181,11,127.1,128.26
11521,10018181,12,126.9,127.1
11522,10018181,13,127.1,129.44
11523,10018181,14,128.5,127.9
11524,10018181,18,58.8,59.79
11525,10018186,0,167.4,167.15
11526,10018186,1,99.6,98.34
11527,10018186,2,53.8,52.44
11528,10018186,3,53.8,54.54
11529,10018188,0,156.6,159.37
11530,10018188,1,156.6,150.51
11531,10018188,2,190.5,189.65
11532,10018188,3,190.5,189.77
11533,10018188,4,27.0,28.14
11534,10018188,5,27.0,27.4
11535,10018192,0,40.4,41.68
11536,10018192,1,34.9,31.85
11537,10018192,2,131.7,132.48
11538,10018192,3,129.8,130.27
11539,10018192,4,114.8,116.42
11540,10018192,5,157.2,157.87
11541,10018192,6,114.8,110.14
11542,10018192,7,129.8,132.42
11543,10018192,8,66.9,68.79
11544,10018192,9,60.4,59.09
11545,10018192,10,60.3,58.3
11546,10018192,11,34.5,32.9
11547,10018192,12,24.4,25.88
11548,10018192,13,77.0,72.77
11549,10018192,14,82.5,80.74
11550,10018192,15,17.1,19.64
11551,10018192,16,167.0,166.3
11552,10018192,17,118.1,122.31
11553,10018192,24,150.9,150.49
11554,10018192,25,27.1,23.04
11555,10018192,26,19.8,26.29
11556,10018192,27,170.1,171.43
11557,10018192,29,20.9,23.26
11558,10018192,30,170.5,170.92
11559,10018192,32,22.1,22.73
11560,10018192,33,22.2,21.09
11561,10018192,34,22.4,23.17
11562,10018194,0,125.7,125.81
11563,10018194,1,157.5,156.94
11564,10018194,2,145.9,145.66
11565,10018194,3,141.3,141.26
11566,10018194,4,115.2,118.73
11567,10018194,5,162.2,161.98
11568,10018194,6,64.8,64.19
11569,10018194,7,14.0,13.14
11570,10018195,0,156.6,156.54
11571,10018195,1,139.5,140.39
11572,10018195,2,120.1,118.24
11573,10018195,3,106.5,119.24
11574,10018195,4,154.8,152.59
11575,10018195,5,151.8,152.56
11576,10018195,6,105.0,104.04
11577,10018195,7,124.4,123.83
11578,10018195,8,134.3,130.56
11579,10018195,9,21.4,23.44
11580,10018195,10,56.5,58.43
11581,10018195,11,56.5,52.13
11582,10018204,0,167.3,163.85
11583,10018204,1,119.1,118.25
11584,10018204,2,128.9,129.97
11585,10018204,3,110.9,109.56
11586,10018204,4,160.0,160.37
11587,10018204,5,113.3,113.61
11588,10018204,6,143.1,141.96
11589,10018204,7,156.2,154.77
11590,10018204,8,122.6,121.36
11591,10018204,9,122.6,120.62
11592,10018204,10,56.4,53.28
11593,10018204,11,165.8,164.51
11594,10018204,12,61.6,60.77
11595,10018204,13,14.4,13.42
11596,10018204,14,44.1,43.98
11597,10018204,15,20.4,18.55
11598,10018204,16,20.4,18.57
11599,10018213,10,36.4,37.37
11600,10018213,11,55.2,54.56
11601,10018213,13,166.4,165.4
11602,10018213,14,54.5,56.22
11603,10018213,16,166.6,165.5
11604,10018213,17,30.9,29.38
11605,10018213,18,133.4,139.85
11606,10018213,25,117.5,112.88
11607,10018213,27,134.8,134.12
11608,10018219,1,124.6,125.56
11609,10018219,2,126.6,125.6
11610,10018219,3,126.9,127.9
11611,10018219,4,138.1,143.77
11612,10018219,5,32.2,30.03
11613,10018219,6,55.7,56.57
11614,10018219,10,155.6,154.63
11615,10018219,16,52.6,53.88
11616,10018219,17,28.6,29.9
11617,10018219,18,132.0,137.18
11618,10018219,19,120.6,112.72
11619,10018219,26,135.3,133.86
11620,10018219,28,80.3,76.82
11621,10018221,0,108.9,108.41
11622,10018221,1,122.3,121.53
11623,10018221,2,122.3,121.04
11624,10018221,3,119.8,119.48
11625,10018221,4,149.6,148.97
11626,10018221,5,132.5,133.1
11627,10018221,7,154.5,155.97
11628,10018221,9,51.2,55.37
11629,10018221,10,62.3,57.39
11630,10018221,12,200.0,203.19
11631,10018221,14,27.3,28.71
11632,10018221,15,28.0,24.99
11633,10018221,18,62.4,58.43
11634,10018221,19,16.4,15.31
11635,10018221,22,62.4,61.2
11636,10018221,23,16.4,15.02
11637,10018223,0,114.6,110.24
11638,10018223,1,114.4,107.47
11639,10018223,2,148.0,140.46
11640,10018223,3,96.1,97.4
11641,10018223,4,133.3,141.84
11642,10018223,5,126.5,126.64
11643,10018223,7,152.9,153.75
11644,10018223,9,31.7,27.95
11645,10018223,11,54.7,53.82
11646,10018223,12,41.6,40.45
11647,10018223,14,54.7,51.69
11648,10018223,15,41.6,46.47
11649,10018223,17,25.6,28.31
11650,10018223,18,23.0,21.41
11651,10018223,19,33.5,36.6
11652,10018223,20,175.8,172.46
11653,10018225,1,154.9,149.34
11654,10018225,3,153.9,151.42
11655,10018225,4,108.1,108.9
11656,10018225,5,151.5,157.99
11657,10018225,7,141.1,141.58
11658,10018225,10,51.1,49.49
11659,10018225,11,136.4,138.6
11660,10018228,1,128.5,120.75
11661,10018228,2,120.9,128.35
11662,10018228,4,145.7,148.01
11663,10018228,6,15.1,16.9
11664,10018228,9,38.6,37.18
11665,10018228,10,38.6,37.52
11666,10018230,1,133.2,133.58
11667,10018230,2,143.6,142.98
11668,10018230,4,153.8,154.43
11669,10018230,6,14.4,16.15
11670,10018230,7,177.8,176.24
11671,10018230,9,32.5,32.92
11672,10018231,4,129.7,128.72
11673,10018231,3,113.9,116.53
11674,10018231,2,158.2,157.52
11675,10018231,1,113.9,108.26
11676,10018231,0,129.7,130.8
11677,10018231,5,130.8,133.47
11678,10018231,6,33.8,34.96
11679,10018231,7,139.9,140.99
11680,10018231,8,115.9,118.39
11681,10018231,10,146.6,134.85
11682,10018231,12,48.3,51.76
11683,10018231,14,144.7,156.82
11684,10018231,15,162.0,159.3
11685,10018231,17,155.1,164.68
11686,10018231,20,55.2,51.93
11687,10018231,22,128.3,127.64
11688,10018231,23,129.4,128.43
11689,10018231,24,114.2,108.93
11690,10018231,25,159.4,158.61
11691,10018231,26,114.2,115.57
11692,10018231,27,129.4,130.51
11693,10018231,29,55.2,52.03
11694,10018231,30,24.7,23.86
11695,10018236,0,105.2,106.13
11696,10018236,1,125.0,124.98
11697,10018236,2,136.6,135.45
11698,10018236,4,131.8,129.16
11699,10018236,5,119.9,123.33
11700,10018236,6,120.8,120.85
11701,10018236,7,122.6,122.65
11702,10018236,8,112.5,110.85
11703,10018236,9,134.1,136.75
11704,10018236,10,171.8,168.74
11705,10018236,12,172.0,168.65
11706,10018236,13,134.1,122.05
11707,10018236,14,122.6,125.51
11708,10018236,16,140.4,139.88
11709,10018236,18,131.8,130.17
11710,10018236,23,32.3,33.18
11711,10018244,0,128.2,129.31
11712,10018244,1,113.1,118.76
11713,10018244,2,151.6,151.81
11714,10018244,3,141.7,140.99
11715,10018244,4,144.0,144.7
11716,10018244,5,115.4,113.91
11717,10018244,7,150.6,149.55
11718,10018244,8,111.2,111.18
11719,10018244,9,144.3,143.67
11720,10018244,11,43.3,46.03
11721,10018244,12,29.7,31.04
11722,10018244,17,169.8,167.79
11723,10018244,19,23.9,24.86
11724,10018248,2,105.4,106.84
11725,10018248,3,119.8,119.87
11726,10018248,4,137.5,138.58
11727,10018248,5,122.7,124.38
11728,10018248,6,118.9,118.64
11729,10018248,7,127.4,126.46
11730,10018248,8,110.6,109.29
11731,10018248,10,146.6,131.96
11732,10018248,11,126.5,127.85
11733,10018248,12,132.4,145.25
11734,10018248,14,159.4,155.14
11735,10018248,16,187.0,184.18
11736,10018248,18,114.5,115.57
11737,10018248,19,139.7,136.98
11738,10018248,21,135.9,134.7
11739,10018248,22,125.7,127.56
11740,10018248,23,112.2,110.83
11741,10018248,24,121.9,123.02
11742,10018248,25,121.8,122.12
11743,10018248,26,122.3,123.2
11744,10018278,0,127.8,128.48
11745,10018278,1,128.9,130.62
11746,10018278,2,131.9,137.42
11747,10018278,3,118.3,128.65
11748,10018278,4,137.4,137.68
11749,10018278,5,136.7,135.23
11750,10018278,7,126.4,144.17
11751,10018278,8,148.9,154.27
11752,10018278,12,56.48,68.83
11753,10018278,13,155.0,177.68
11754,10018278,14,105.4,95.1
11755,10018278,16,113.3,118.1
11756,10018278,18,38.4,34.65
11757,10018288,0,106.7,104.22
11758,10018288,1,119.8,120.45
11759,10018288,2,156.9,158.05
11760,10018288,4,106.2,104.5
11761,10018288,6,201.9,197.43
11762,10018288,8,31.5,29.41
11763,10018288,9,17.8,15.84
11764,10018288,10,20.6,20.26
11765,10018288,11,21.0,20.99
11766,10018288,13,101.2,102.56
11767,10018288,14,197.1,206.85
11768,10018288,16,27.9,30.72
11769,10018288,17,199.1,199.8
11770,10018288,19,28.0,29.66
11771,10018301,0,163.3,161.37
11772,10018301,1,90.6,89.46
11773,10018301,2,163.3,162.83
11774,10018301,3,121.0,120.56
11775,10018301,4,132.9,133.61
11776,10018301,5,131.8,131.5
11777,10018301,6,126.6,127.02
11778,10018301,7,145.2,144.06
11779,10018301,8,119.8,117.49
11780,10018301,9,53.3,51.22
11781,10018301,10,55.6,52.92
11782,10018301,11,21.4,21.05
11783,10018302,2,36.2,36.73
11784,10018302,3,26.8,33.31
11785,10018302,5,60.9,56.75
11786,10018302,6,16.0,15.16
11787,10018302,8,60.9,59.59
11788,10018302,9,16.0,15.3
11789,10018302,10,21.4,21.72
11790,10018302,11,17.8,16.91
11791,10018302,12,7.9,14.59
11792,10018306,1,144.6,146.37
11793,10018306,3,120.3,124.92
11794,10018306,4,128.5,127.96
11795,10018306,5,118.7,119.26
11796,10018306,6,141.6,142.47
11797,10018306,8,131.9,132.44
11798,10018306,9,125.5,126.87
11799,10018306,10,130.6,131.13
11800,10018306,11,129.2,128.83
11801,10018306,12,139.3,140.81
11802,10018306,13,129.2,128.13
11803,10018306,14,130.6,131.15
11804,10018306,15,127.2,127.88
11805,10018306,16,128.9,128.89
11806,10018306,17,135.7,136.79
11807,10018306,18,128.9,127.4
11808,10018306,19,127.2,126.74
11809,10018306,20,20.8,20.82
11810,10018306,21,21.0,21.2
11811,10018306,22,11.1,13.47
11812,10018306,23,12.9,13.25
11813,10018307,0,138.7,140.53
11814,10018307,2,142.0,142.26
11815,10018307,4,41.9,43.89
11816,10018307,5,117.0,116.95
11817,10018307,6,127.5,128.9
11818,10018307,7,139.0,138.79
11819,10018307,10,135.4,136.84
11820,10018307,21,26.7,30.21
11821,10018307,22,11.5,11.84
11822,10018307,23,27.3,29.15
11823,10018307,24,22.3,24.03
11824,10018307,25,13.1,13.14
11825,10018310,0,60.1,61.21
11826,10018310,1,224.55,216.24
11827,10018310,3,43.599999999999994,42.34
11828,10018310,4,44.650000000000006,44.33
11829,10018310,5,76.55,72.57
11830,10018310,6,78.55000000000001,69.42
11831,10018310,13,34.75,32.16
11832,10018311,0,177.2,170.1
11833,10018311,1,72.8,71.89
11834,10018311,2,56.4,55.21
11835,10018311,3,34.4,36.05
11836,10018311,4,136.7,139.56
11837,10018319,0,33.4,36.14
11838,10018319,8,167.7,168.1
11839,10018319,7,131.2,130.87
11840,10018319,6,123.2,123.24
11841,10018319,5,134.1,134.42
11842,10018319,4,134.1,134.61
11843,10018319,3,123.2,123.48
11844,10018319,2,131.2,131.46
11845,10018319,1,167.7,166.93
11846,10018319,12,13.2,16.38
11847,10018319,13,12.5,14.87
11848,10018319,14,61.7,68.0
11849,10018319,16,167.5,168.37
11850,10018319,19,53.1,52.11
11851,10018320,0,103.2,100.68
11852,10018320,1,74.6,85.71
11853,10018320,2,95.4,93.57
11854,10018320,3,37.6,40.12
11855,10018320,4,85.1,75.91
11856,10018320,5,151.1,156.95
11857,10018320,6,149.3,159.9
11858,10018320,7,152.8,152.23
11859,10018320,8,155.9,148.23
11860,10018320,9,118.5,109.35
11861,10018320,10,54.3,56.46
11862,10018320,11,55.9,51.87
11863,10018321,5,171.7,164.11
11864,10018321,4,166.3,165.76
11865,10018321,3,23.3,26.75
11866,10018321,2,23.3,26.75
11867,10018321,1,166.3,165.76
11868,10018321,0,171.7,164.11
11869,10018321,7,10.5,11.11
11870,10018321,6,10.5,11.11
11871,10018324,0,157.2,155.17
11872,10018324,1,157.2,155.17
11873,10018324,2,146.6,139.14
11874,10018324,3,118.6,115.73
11875,10018324,4,116.5,113.12
11876,10018324,5,138.0,145.38
11877,10018324,6,146.6,139.13
11878,10018324,7,118.6,115.73
11879,10018324,8,116.5,113.13
11880,10018324,9,138.0,145.38
11881,10018325,0,181.8,174.63
11882,10018325,1,28.7,29.72
11883,10018325,2,23.1,25.8
11884,10018325,3,81.7,76.03
11885,10018325,4,76.5,74.62
11886,10018325,5,211.6,213.03
11887,10018325,6,66.4,67.52
11888,10018334,0,48.9,51.44
11889,10018334,1,143.6,146.62
11890,10018334,2,143.4,145.15
11891,10018334,3,34.9,35.82
11892,10018334,4,48.9,51.43
11893,10018334,5,143.6,146.64
11894,10018334,6,143.4,145.16
11895,10018334,7,34.9,35.83
11896,10018334,8,139.4,139.56
11897,10018334,9,127.9,129.12
11898,10018334,10,129.3,129.05
11899,10018334,11,133.7,134.28
11900,10018334,12,129.3,128.47
11901,10018334,13,127.9,128.67
11902,10018334,14,139.4,139.57
11903,10018334,15,127.9,128.66
11904,10018334,16,129.3,128.47
11905,10018334,17,133.7,134.29
11906,10018334,18,129.3,129.06
11907,10018334,19,127.9,129.12
11908,10018340,0,167.1,149.13
11909,10018340,1,173.9,161.56
11910,10018340,2,115.5,110.25
11911,10018340,3,161.1,140.43
11912,10018340,4,15.6,13.46
11913,10018340,5,38.3,28.72
11914,10018340,6,70.1,54.94
11915,10018340,7,38.3,28.79
11916,10018340,8,42.9,34.72
11917,10018340,10,72.3,73.95
11918,10018340,9,71.6,70.08
11919,10018340,11,38.2,33.75
11920,10018340,12,70.0,47.88
11921,10018340,13,38.2,35.16
11922,10018340,14,42.7,37.31
11923,10018340,16,72.3,75.87
11924,10018340,15,71.6,68.49
11925,10018342,0,71.5,70.17
11926,10018342,1,29.6,29.61
11927,10018342,2,20.8,22.59
11928,10018342,3,94.7,95.9
11929,10018342,4,154.6,154.72
11930,10018342,5,34.5,35.23
11931,10018342,6,23.8,21.57
11932,10018342,7,32.6,33.46
11933,10018342,8,64.2,64.0
11934,10018342,9,21.2,20.69
11935,10018343,0,189.4,190.65
11936,10018343,1,128.9,131.77
11937,10018343,2,154.0,164.07
11938,10018343,3,72.9,73.07
11939,10018343,4,32.7,35.73
11940,10018343,5,129.7,132.52
11941,10018343,6,122.5,126.76
11942,10018343,7,94.5,95.64
11943,10018343,8,86.4,90.43
11944,10018343,9,106.1,104.7
11945,10018343,10,147.9,156.73
11946,10018343,11,24.5,24.9
11947,10018343,12,56.1,61.03
11948,10018343,13,17.9,18.35
11949,10018343,14,21.0,22.42
11950,10018343,15,169.5,169.86
11951,10018343,16,20.1,20.97
11952,10018343,17,169.2,171.01
11953,10018343,18,20.1,21.67
11954,10018350,1,133.2,140.18
11955,10018350,2,121.0,122.42
11956,10018350,3,40.9,44.32
11957,10018350,4,38.0,41.76
11958,10018350,5,152.2,161.58
11959,10018350,6,127.5,126.24
11960,10018350,7,200.0,197.6
11961,10018350,8,31.5,32.74
11962,10018350,10,27.0,19.22
11963,10018350,11,27.0,26.09
11964,10018351,0,25.700000000000003,24.65
11965,10018351,1,134.05,141.65
11966,10018351,2,121.44999999999999,123.31
11967,10018351,3,27.700000000000003,25.61
11968,10018351,4,20.65,21.47
11969,10018351,5,26.1,28.87
11970,10018351,6,41.95,38.86
11971,10018351,7,208.3,211.27
11972,10018351,8,29.4,31.86
11973,10018351,9,18.450000000000003,19.75
11974,10018351,10,25.5,15.04
11975,10018351,11,18.65,26.9
11976,10018355,0,110.7,110.83
11977,10018355,1,141.4,144.11
11978,10018355,2,133.8,139.68
11979,10018355,3,131.4,134.4
11980,10018355,4,27.2,28.32
11981,10018355,5,122.7,125.05
11982,10018355,6,134.6,135.13
11983,10018355,7,36.2,37.92
11984,10018355,8,27.2,26.82
11985,10018355,9,64.1,59.66
11986,10018355,10,58.3,54.75
11987,10018355,11,18.7,17.79
11988,10018355,12,24.8,24.1
11989,10018355,13,16.1,15.12
11990,10018355,14,11.7,12.88
11991,10018360,0,44.4,55.68
11992,10018360,1,28.8,35.3
11993,10018360,2,27.0,31.7
11994,10018360,3,31.6,30.46
11995,10018360,5,135.0,132.35
11996,10018360,6,129.3,128.93
11997,10018360,7,129.3,128.79
11998,10018360,8,129.3,127.17
11999,10018360,9,135.0,136.79
12000,10018360,10,15.5,15.64
12001,10018360,11,14.8,16.02
12002,10018361,0,161.0,157.38
12003,10018361,3,38.6,38.27
12004,10018361,2,20.0,21.36
12005,10018361,1,38.6,39.41
12006,10018361,4,35.8,35.33
12007,10018361,5,121.2,121.74
12008,10018361,12,61.7,59.39
12009,10018361,13,16.0,15.13
12010,10018361,15,61.7,59.13
12011,10018361,16,16.0,15.46
12012,10018363,0,172.2,172.95
12013,10018363,1,49.5,50.12
12014,10018363,2,79.1,79.78
12015,10018363,3,40.4,46.55
12016,10018363,4,116.9,120.8
12017,10018363,5,19.5,17.67
12018,10018363,12,62.4,60.85
12019,10018363,13,16.0,14.74
12020,10018363,15,62.4,59.09
12021,10018363,16,16.0,15.44
12022,10018364,0,177.5,180.47
12023,10018364,1,50.3,48.48
12024,10018364,2,30.2,34.93
12025,10018364,3,54.7,55.87
12026,10018364,4,118.5,119.38
12027,10018364,11,62.7,59.14
12028,10018364,12,16.0,15.35
12029,10018364,14,62.7,59.44
12030,10018364,15,16.0,15.07
12031,10018371,1,152.8,148.93
12032,10018371,3,144.4,141.54
12033,10018371,5,126.1,125.45
12034,10018371,6,137.6,138.88
12035,10018371,11,125.0,125.53
12036,10018371,10,128.4,129.19
12037,10018371,9,129.9,131.07
12038,10018371,8,128.4,128.84
12039,10018371,7,125.0,123.84
12040,10018371,16,117.8,115.89
12041,10018371,15,128.4,129.05
12042,10018371,14,124.4,123.72
12043,10018371,13,128.4,128.96
12044,10018371,12,117.8,115.98
12045,10018393,0,71.6,75.18
12046,10018393,2,48.8,46.57
12047,10018393,4,45.1,43.37
12048,10018393,5,42.1,39.19
12049,10018393,6,61.3,67.35
12050,10018393,17,63.8,63.92
12051,10018394,0,136.5,137.5
12052,10018394,5,124.3,122.39
12053,10018394,4,118.8,115.88
12054,10018394,3,136.8,136.87
12055,10018394,2,118.8,116.75
12056,10018394,1,124.3,122.74
12057,10018394,7,47.2,48.08
12058,10018394,8,71.5,71.56
12059,10018394,10,154.1,153.0
12060,10018394,12,47.1,54.15
12061,10018394,13,57.7,65.63
12062,10018394,16,162.1,163.54
12063,10018394,18,41.4,42.95
12064,10018394,20,169.9,170.47
12065,10018394,22,22.4,22.07
12066,10018397,0,105.0,126.17
12067,10018397,1,141.3,141.14
12068,10018397,2,117.7,115.32
12069,10018397,3,128.0,129.99
12070,10018397,5,158.9,147.49
12071,10018397,7,164.8,150.45
12072,10018397,8,99.7,96.99
12073,10018397,9,148.2,177.29
12074,10018397,12,13.6,17.58
12075,10018397,13,172.5,164.63
12076,10018399,0,118.1,116.03
12077,10018399,1,130.1,131.41
12078,10018399,2,112.5,112.99
12079,10018399,3,154.3,156.3
12080,10018399,4,111.5,110.08
12081,10018399,5,136.5,136.56
12082,10018399,6,149.9,150.82
12083,10018399,7,106.8,105.88
12084,10018399,8,125.5,126.92
12085,10018399,9,121.7,121.72
12086,10018399,10,157.4,158.03
12087,10018399,12,74.2,72.28
12088,10018399,13,31.2,33.03
12089,10018399,15,161.7,159.72
12090,10018399,16,96.8,96.21
12091,10018399,19,96.6,94.61
12092,10018399,20,192.8,190.36
12093,10018399,22,30.0,30.31
12094,10018399,23,39.2,37.91
12095,10018403,0,174.0,171.58
12096,10018403,1,52.9,52.19
12097,10018403,2,30.2,32.5
12098,10018403,3,37.2,37.96
12099,10018403,4,68.4,66.7
12100,10018403,5,57.5,55.42
12101,10018403,8,36.7,33.1
12102,10018403,13,173.0,165.5
12103,10018403,15,83.5,76.21
12104,10018403,17,58.7,54.07
12105,10018403,18,72.6,74.49
12106,10018403,21,74.3,73.39
12107,10018403,24,75.0,71.14
12108,10018403,27,127.6,125.09
12109,10018403,28,142.1,137.41
12110,10018403,29,32.1,31.67
12111,10018403,30,22.2,22.05
12112,10018403,31,22.7,17.76
12113,10018404,0,114.0,116.75
12114,10018404,1,159.6,158.52
12115,10018404,2,114.0,108.83
12116,10018404,3,127.8,123.89
12117,10018404,4,127.9,128.05
12118,10018404,5,127.8,130.13
12119,10018404,7,55.3,52.01
12120,10018404,8,133.6,128.35
12121,10018404,9,121.3,122.4
12122,10018404,10,65.0,65.24
12123,10018404,12,167.9,165.77
12124,10018404,14,129.1,131.12
12125,10018404,15,138.0,143.37
12126,10018404,16,15.8,18.63
12127,10018404,17,20.7,21.39
12128,10018413,0,39.1,26.79
12129,10018413,1,19.3,19.81
12130,10018413,2,42.0,33.99
12131,10018413,3,33.5,34.44
12132,10018413,4,55.3,53.17
12133,10018413,5,39.6,43.59
12134,10018413,6,56.8,57.95
12135,10018413,7,24.0,31.25
12136,10018413,8,37.9,39.6
12137,10018413,9,148.0,155.49
12138,10018413,10,21.7,32.78
12139,10018413,11,33.6,30.92
12140,10018413,12,14.4,26.0
12141,10018413,13,24.1,25.68
12142,10018413,14,160.6,163.42
12143,10018413,15,137.5,140.76
12144,10018413,16,47.3,48.39
12145,10018413,17,193.2,193.1
12146,10018413,19,42.6,45.46
12147,10018413,21,107.8,105.26
12148,10018414,0,116.9,118.98
12149,10018414,1,116.2,115.47
12150,10018414,2,110.0,110.13
12151,10018414,3,125.3,124.7
12152,10018414,5,130.1,131.51
12153,10018414,6,110.6,110.13
12154,10018414,7,127.8,131.02
12155,10018414,8,108.9,109.74
12156,10018414,9,135.6,137.22
12157,10018414,10,128.5,129.6
12158,10018414,11,128.2,128.52
12159,10018414,12,126.3,126.22
12160,10018414,13,128.2,128.06
12161,10018414,14,128.5,129.58
12162,10018414,15,18.3,19.72
12163,10018414,16,35.0,34.21
12164,10018414,17,103.1,100.52
12165,10018414,19,64.2,62.65
12166,10018414,20,64.2,62.8
12167,10018418,0,133.2,131.13
12168,10018418,1,112.3,115.89
12169,10018418,2,119.4,120.02
12170,10018418,3,118.7,118.51
12171,10018418,4,123.1,122.94
12172,10018418,5,110.7,109.8
12173,10018418,6,136.2,134.96
12174,10018418,7,128.4,130.3
12175,10018418,8,24.3,22.28
12176,10018418,9,41.6,43.33
12177,10018418,10,125.1,127.26
12178,10018418,11,111.7,109.43
12179,10018418,12,157.1,156.25
12180,10018418,19,52.0,49.85
12181,10018420,3,165.9,166.66
12182,10018420,2,43.9,44.48
12183,10018420,1,43.9,42.61
12184,10018420,0,165.9,167.6
12185,10018420,6,65.0,65.75
12186,10018420,7,65.0,62.64
12187,10018420,4,65.0,66.24
12188,10018420,5,65.0,59.03
12189,10018420,10,16.4,15.33
12190,10018420,11,16.4,16.45
12191,10018420,8,16.4,15.44
12192,10018420,9,16.4,15.52
12193,10018421,0,117.0,121.83
12194,10018421,1,25.1,25.84
12195,10018421,2,51.1,55.27
12196,10018421,3,138.5,140.11
12197,10018421,6,126.1,128.89
12198,10018421,9,154.8,153.9
12199,10018421,10,80.3,78.06
12200,10018421,11,28.1,24.31
12201,10018421,12,28.1,29.78
12202,10018421,13,28.1,24.05
12203,10018422,2,52.9,55.37
12204,10018422,1,48.1,45.87
12205,10018422,0,52.9,55.37
12206,10018422,9,146.1,148.88
12207,10018422,3,146.1,148.89
12208,10018424,0,145.1,144.84
12209,10018424,1,114.4,114.64
12210,10018424,2,133.7,133.64
12211,10018424,3,122.3,123.97
12212,10018424,4,156.1,154.71
12213,10018424,5,165.8,164.52
12214,10018424,6,61.3,60.36
12215,10018424,7,14.1,13.36
12216,10018424,8,136.5,136.64
12217,10018424,9,126.5,123.68
12218,10018424,10,128.6,128.73
12219,10018424,11,128.1,128.4
12220,10018424,12,128.6,128.81
12221,10018424,13,126.5,130.02
12222,10018424,14,28.5,28.4
12223,10018424,15,121.9,124.14
12224,10018424,16,133.3,135.79
12225,10018436,0,134.3,133.16
12226,10018436,1,118.9,119.2
12227,10018436,2,120.7,119.44
12228,10018436,3,110.5,109.95
12229,10018436,4,137.1,135.21
12230,10018436,5,127.5,126.39
12231,10018436,7,133.5,133.93
12232,10018436,8,109.7,111.92
12233,10018436,9,11.5,10.92
12234,10018436,10,28.8,27.29
12235,10018436,11,134.1,135.39
12236,10018436,12,129.1,127.71
12237,10018436,13,137.0,135.44
12238,10018436,14,108.8,106.11
12239,10018436,15,121.1,120.17
12240,10018436,16,118.0,117.0
12241,10018436,17,98.9,98.6
12242,10018436,18,135.3,135.77
12243,10018436,21,13.6,13.26
12244,10018436,23,63.1,63.98
12245,10018437,0,129.7,129.91
12246,10018437,1,122.5,120.77
12247,10018437,2,151.4,150.14
12248,10018437,3,122.5,123.06
12249,10018437,4,129.7,131.06
12250,10018437,5,130.5,131.28
12251,10018437,7,169.8,168.4
12252,10018437,9,21.1,21.16
12253,10018437,10,126.9,127.14
12254,10018437,11,127.9,137.79
12255,10018437,13,162.3,165.11
12256,10018437,15,173.3,172.93
12257,10018437,17,22.9,27.75
12258,10018437,18,130.7,134.74
12259,10018437,19,128.7,129.14
12260,10018437,20,125.0,125.46
12261,10018437,25,130.5,132.73
12262,10018437,24,114.8,117.86
12263,10018437,23,160.8,159.54
12264,10018437,22,114.8,108.97
12265,10018437,21,130.5,130.48
12266,10018437,27,55.4,52.27
12267,10018437,29,162.3,165.52
12268,10018437,31,173.6,172.84
12269,10018437,33,22.8,27.81
12270,10018439,0,79.8,77.33
12271,10018439,1,76.8,74.65
12272,10018439,3,78.9,79.62
12273,10018439,4,178.5,176.11
12274,10018439,8,40.4,40.48
12275,10018439,9,177.3,167.16
12276,10018439,14,71.1,67.83
12277,10018439,15,28.1,26.32
12278,10018439,16,25.0,23.9
12279,10018439,17,30.0,27.88
12280,10018443,0,65.4,61.24
12281,10018443,1,37.5,38.83
12282,10018443,2,53.4,54.25
12283,10018443,20,48.4,46.61
12284,10018443,19,40.0,44.18
12285,10018443,18,30.9,25.72
12286,10018443,17,43.3,46.01
12287,10018443,25,146.1,145.33
12288,10018443,26,126.9,127.58
12289,10018443,27,128.4,127.39
12290,10018443,28,125.4,124.36
12291,10018443,29,128.4,129.29
12292,10018443,30,126.9,127.86
12293,10018443,21,36.8,41.19
12294,10018443,4,155.7,152.51
12295,10018443,6,136.5,132.31
12296,10018443,11,128.2,129.29
12297,10018443,10,128.2,127.4
12298,10018443,9,132.3,141.2
12299,10018443,8,128.2,127.54
12300,10018443,7,128.2,128.23
12301,10018445,0,28.5,27.14
12302,10018445,1,24.9,25.3
