,mol_id,atom_index,shift,DFT_shift
11788,10018880,16,127.9,3.693913722785
11790,10018880,17,128.7,3.040066518754
11793,10018880,15,136.2,3.7016661307
11802,10018885,1,180.9,174.62652796645
11805,10018891,3,73.4,67.47889383332
11811,10018896,7,39.4,49.75854734688
11836,10018913,16,14.5,1.826404258461
11837,10018913,10,18,1.349311954892
11839,10018913,15,24.2,1.784814870117
11840,10018913,11,25.8,1.50271842681
11848,10018913,1,156.4,166.682661090425
11849,10018913,17,170.4,5.140786654121
11850,10018913,12,193.6,2.108227087371
11851,10018913,3,196.6,189.202284191375
11855,10018915,10,62.3,0.618852719701
11856,10018915,9,69.6,2.642413595114
11857,10018915,6,70.1,1.63040514541
11858,10018915,7,70.7,1.415709048564
11880,10018927,13,131.2,139.61610563451
11881,10018927,5,137.5,131.249893138335
11889,10018943,15,40.2,2.604016374735
11896,10018943,2,112.1,105.784288528595
11902,10018944,21,17.8,1.632138036591
11904,10018944,18,23.2,1.761101622377
11905,10018944,22,25.9,2.534791932294
11907,10018944,26,28.6,6.943540711155
11909,10018944,24,62.9,3.276469357762
11913,10018944,9,99.9,6.152521489428
11915,10018944,11,115.9,4.480463909361
11917,10018944,15,120.4,25.69277201912
11918,10018944,19,124.4,16.8229341164
11920,10018944,16,125.6,1.860879672483
11921,10018944,20,130.6,1.597206598574
11933,10018948,7,110.2,119.19120083359
11943,10018948,15,196.8,203.02342380254
11944,10018950,30,13.6,0.993066009998
11945,10018950,22,15.6,1.762925718357
11946,10018950,29,18.6,2.392786060251
11948,10018950,23,22,4.891159119258
11949,10018950,24,22.1,2.344173902384
11951,10018950,21,27.5,2.193321164838
11952,10018950,14,27.9,2.885474384449
11954,10018950,12,32.2,5.415586713508
11962,10018950,10,84.5,126.127430310145
11964,10018950,20,111.2,2.188122491295
11965,10018950,15,117.9,2.423795691911
11967,10018950,11,147.2,5.587507759623
11969,10018950,26,172.7,1.60213165772
11972,10018951,6,31.5,4.499252097955
11973,10018951,12,31.9,2.2423893467
11974,10018951,5,41.3,5.02139957223
11978,10018951,10,207.6,1.000453598717
11988,10018959,6,126.8,119.97906387603
12018,10018974,14,21.1,2.383847989949
12023,10018974,15,112.3,1.8593291909
12025,10018974,3,158.3,75.454074206125
12026,10018974,12,170.5,20.84981114367
12037,10018975,8,158.7,150.009190521025
12039,10018975,9,182,175.04056197943
12047,10018980,6,79.3,1.999146147767
12048,10018980,7,88.1,1.8593291909
12051,10018982,16,16.1,1.800502095545
12052,10018982,14,20.9,4.873465388252
12053,10018982,8,23.7,138.02800878547
12055,10018982,17,27.2,1.886143401806
12058,10018982,0,38.4,23.965020840305
12059,10018982,3,42.2,35.52231061019
12061,10018982,11,56,155.903666350075
12062,10018982,2,84.9,77.405368959175
12063,10018982,13,110.5,4.704098076509
12064,10018982,6,127.6,37.24107365567
12069,10018987,5,33.7,3.320065251684
12072,10018987,26,55.5,4.068856651474
12074,10018987,24,56,3.771529006734
12081,10018987,12,124.1,3.257954783565
12083,10018987,6,125.5,2.368707993315
12086,10018987,11,130.1,2.827468132285
12089,10018987,18,157.4,108.745926785775
12091,10018991,24,26.1,1.936488450854
12093,10018991,10,49,7.093846219907
12095,10018991,12,59.6,7.37265929045
12097,10018991,11,71.4,7.257011605318
12105,10018991,22,128.3,1.62584490546
12110,10018991,9,194.7,7.654755733757
12168,10019005,18,134.7,8.09500129853
12169,10019005,5,135.5,4.305897924075
12171,10019005,6,165.5,5.208187000582
12208,10019014,0,130.9,138.691487660145
12209,10019014,27,132.7,141.69922634314
12219,10019017,15,76.9,7.632501762801
12224,10019017,27,115.4,6.967071549297
12236,10019017,26,147.3,6.808557608635
12271,10019032,13,131.5,137.63272421192
12282,10019033,9,25.2,35.26832335853
12284,10019033,6,33,3.26561598668099
12285,10019033,7,43.9,3.295895979949
12286,10019033,5,61.5,3.427778119303
12291,10019046,6,66.3,2.753045016301
12294,10019046,16,127.9,7.15285572486
12299,10019046,5,209.5,2.540355425033
12341,10019066,8,160.4,154.4302890093
12344,10019071,2,27,35.50452763671
12345,10019071,3,32,22.358947724595
12349,10019071,6,160.9,1.050889852564
12350,10019071,5,192.3,1.583343469126
12358,10019078,4,148,155.8451951601
12378,10019088,8,24,2.445411229274
12382,10019088,9,37,2.598817701192
12384,10019088,6,52.6,6.086215600555
12385,10019088,10,81.5,2.518101454077
12386,10019088,13,82.9,58.26035501584
12391,10019088,5,191,7.145924160136
12419,10019101,12,31.3,2.577931802221
12423,10019101,6,126.7,2.544186026591
12425,10019102,19,16.7,3.965521614207
12426,10019102,16,17,3.54753002039
12429,10019102,17,33.7,1.961843384976
12430,10019102,10,42,1.344386895746
12432,10019102,11,51.3,1.311005939312
12433,10019102,18,54.3,2.564798311165
12436,10019102,12,105.9,124.83942113858
12447,10019103,10,120.3,111.33885828303
12451,10019103,7,158.1,2.146533102951
12457,10019115,1,114.2,103.914950088105
12458,10019115,13,119.8,105.813089213905
12459,10019115,10,127.4,111.92994885805
12460,10019115,5,129.5,115.15446585363
12461,10019115,11,129.7,115.88743363011
12462,10019115,0,132.4,118.52743201913
12463,10019115,12,134.8,119.928324413655
12464,10019115,8,138.2,129.197699340105
12465,10019115,9,143.2,128.694557166535
12466,10019115,2,160.5,143.68666692272
12471,10019120,1,87.9,79.94572470875
12472,10019120,16,96.2,5.096461121807
12474,10019120,15,129.1,4.197911442059
12491,10019130,13,32,3.589757842327
12496,10019130,0,58.1,66.699245751455
12498,10019130,14,107.1,3.622500365168
12503,10019130,15,122.9,3.522539905464
12505,10019130,18,127.1,2.011276386034
12507,10019130,17,136.4,1.916605804672
12509,10019130,8,170.6,6.999905276937
12528,10019140,8,117.8,110.56491235027
12531,10019140,2,130,144.1548230289
12579,10019179,12,13.8,1.378771104969
12581,10019179,17,37.1,0.862369533030996
12582,10019179,7,42.9,0.605171999850999
12583,10019179,16,52.6,0.839112309285998
12585,10019179,11,61.6,1.107528032743
12588,10019179,8,167.7,1.143280313951
12589,10019179,13,170.1,0.83145110617
12590,10019184,19,27.2,1.470158313567
12591,10019184,14,29.4,4.940865734713
12592,10019184,20,29.8,1.958924831408
12594,10019184,15,32,4.719967711535
12595,10019184,21,33.3,3.378162708647
12598,10019184,12,53.1,158.243673708215
12600,10019184,18,108.6,2.013191686813
12619,10019193,8,17.6,1.753258009663
12622,10019193,5,44,2.741918030823
12625,10019193,7,114,1.660776343477
12626,10019193,6,142.4,3.030033990864
12632,10019199,10,122.9,129.235004925775
12636,10019199,5,132,122.300225148145
12642,10019210,5,130,136.818669942235
12668,10019233,16,21.3,6.264885801796
12671,10019233,6,51,7.325688818965
12680,10019233,15,170.7,142.95988452832
12695,10019248,7,100.7,7.069403333775
12698,10019248,6,126,8.16249284979
12707,10019261,15,56.9,48.945459543145
12708,10019261,11,119.8,102.561124585345
12714,10019261,16,134.6,142.846711365575
12717,10019261,7,152.9,166.26814384447
12745,10019283,6,158.6,152.243659797425
12849,10019312,17,134.5,142.36357503717
12872,10019318,11,28.5,2.022859395507
12874,10019318,32,34.4,7.603589841518
12875,10019318,12,37.1,4.22974191691
12883,10019318,15,132.1,4.532359439992
12891,10019318,14,168.4,4.263670102138
12925,10019339,11,29.4,3.578630856849
12928,10019339,9,41.7,3.955853905513
12929,10019339,6,50.3,6.95950155098
12930,10019339,21,51.1,150.222972789165
12931,10019339,18,55.8,7.040947436487
12933,10019339,15,111.8,4.172191688741
12935,10019339,0,132.6,140.658052575205
12937,10019339,14,170.8,3.737144797511
12943,10019341,1,74,138.23270627368
12945,10019347,18,12.9,1.05763900769
12946,10019347,17,22.2,1.763472947151
12947,10019347,15,24.8,0.465902271777999
12948,10019347,16,31.6,3.57215531612
12951,10019347,13,42.2,2.611403963454
12952,10019347,12,67.6,1.518132037841
12977,10019362,21,32.6,3.039154470764
12991,10019363,1,97.5,88.43748113183
12999,10019371,7,93.7,105.686868760835
13000,10019371,4,103.8,91.923620460075
13009,10019374,15,56,62.71440999301
13012,10019374,14,92.7,99.250398827025
13013,10019374,11,104.1,119.22889300564
13014,10019374,10,105.8,121.0659514834
13049,10019385,7,161.1,167.75572823471
13050,10019385,0,165.4,158.85167743736
13055,10019392,3,89.8,96.064540469445
13061,10019392,4,160,151.26897888685
13062,10019392,2,162.3,148.39934818811
13063,10019392,1,164,154.173885592765
13064,10019392,0,164.1,156.6106361925
13112,10019411,12,14.9,1.697440672675
13113,10019411,14,17.6,2.089438898777
13115,10019411,13,20.8,2.506792059001
13116,10019411,11,21.7,1.933843511683
13124,10019411,4,54.1,45.30971128584
13127,10019411,15,84.7,28.241246082675
13143,10019454,9,210.7,222.638526783955
13144,10019495,9,62.1,6.924387703365
13149,10019495,4,115.6,141.1278516735
13150,10019495,13,116.4,4.631225442108
13152,10019495,14,120.4,7.042041894075
13155,10019495,8,129.6,6.957677455
13160,10019495,11,146.6,5.292733849255
13175,10019497,14,170.4,163.72247253217
13177,10019536,7,25.4,4.719876506736
13217,10019704,22,130.4,137.368009188215
13219,10019704,17,134.2,143.01593955342
13250,10019871,11,46.2,40.271427641895
13294,10020482,18,37.1,2.014559758798
13295,10020482,15,49.5,3.407530653925
13296,10020482,6,56,7.867627734623
13299,10020482,17,69.1,1.878573403489
13310,10020482,16,179.2,3.508950390413
13312,10020483,24,12.1,69.570036209335
13313,10020483,14,15.9,141.609828242765
13317,10020483,10,26.5,141.570009845625
13320,10020483,5,32.4,7.235122453558
13324,10020483,18,67.3,141.469883973205
13327,10020483,6,123.8,6.438083715097
13366,10020564,5,91.1,100.57668005021
13367,10020564,3,104.5,111.29362767657
13372,10020564,7,123.8,134.120973536
13381,10020564,2,165.2,158.076088512485
13382,10020564,6,191.7,199.840754782595
13390,10020902,17,18.4,2.491196038372
13391,10020902,18,18.4,2.194689236823
13393,10020902,6,23.2,1.222902103478
13395,10020902,7,36.3,1.445168198641
13400,10020902,9,60.7,155.717911594485
13403,10020902,19,108.2,142.27137418554
13404,10020902,11,121.4,4.975432353534
13405,10020902,16,122.7,1.789010290871
13406,10020902,12,125.8,4.656853990627
13411,10020902,15,168.6,1.509923605931
13441,10021219,11,120.3,112.03587352617
13501,10021234,7,40.9,4.395278627095
13521,10021251,2,140.2,132.018426861775
13559,10021263,7,36.1,4.808071547369
13562,10021263,8,42.3,5.676797257844
13565,10021263,6,51.7,4.85905503001
13576,10021264,18,16.6,1.0840883994
13579,10021264,9,25.4,1.576776723598
13587,10021264,7,68.2,1.420907722107
13589,10021264,8,80.4,1.389077247256
13591,10021264,16,112.3,1.146472481916
13593,10021264,6,141.2,1.50089433083
13595,10021264,17,150.2,1.839902568713
13648,10021275,0,94.9,101.52961547691
13680,10021595,7,115.29,121.54995763116
13687,10021595,6,152.45,159.77639205832
13702,10021598,14,113.5,107.214561488
13703,10021598,11,114.13,124.34014482881
13706,10021598,7,116.01,109.64754287053
13726,10021601,16,102.41,116.71008944675
13727,10021601,19,102.41,116.667081711975
13821,10021628,7,111.3,121.57083329568
13825,10021628,9,139.2,148.08737297945
13833,10021631,0,123,141.540242694365
13834,10021631,1,135.9,124.035418114775
13854,10021642,4,132.2,142.11963903139
13918,10021675,0,108.6,120.358498408
13936,10021684,6,98.45,105.22325504462
13958,10021715,9,29.39,35.630071563615
13984,10021721,3,141.87,156.18558446769
13985,10021721,4,157.88,144.79771617884
14021,10021733,4,148.72,140.367339617445
14034,10021738,11,124.84,138.72850330603
14037,10021738,6,131.15,125.05668268414
14047,10021765,16,113.96,107.82981371177
14079,10021768,9,194.29,201.107405056665
14096,10021771,2,46.2,54.01080423369
14117,10021774,0,108.75,122.534109908045
14130,10021774,2,147.15,154.1403492243
14131,10021774,12,151.25,142.677193237945
14132,10021774,13,151.25,142.784857544775
14192,10021805,7,42.85,32.504134094935
14256,10021822,3,127.68,119.24976867016
14262,10021822,5,129.77,123.317913793495
14267,10021822,6,148.88,155.178237008005
14308,10021848,4,66.64,74.21883407543
14326,10021855,1,137.6,145.746689095145
14338,10021856,1,138.06,145.198509608305
14366,10021865,12,137.57,143.790562012345
14426,10021885,6,170.65,162.84608120871
14485,10021908,10,73.29,84.510826623575
14578,10021960,12,200.86,208.80250359716
14587,10021961,12,133.88,145.304820862805
14664,10021982,8,155.24,163.632301259035
14665,10021982,9,155.24,163.634427484125
14757,10022014,4,115.43,124.36411318437
14758,10022014,1,118.49,112.13677257135
14766,10022016,6,50.13,40.973468507975
14771,10022016,4,118.16,111.080521934595
14779,10022017,0,108.46,115.27817349523
14790,10022024,19,31.07,37.913444017085
14811,10022029,7,43.78,52.0796119724
14818,10022029,12,141.72,149.9052954314
14819,10022029,10,145.55,136.955714813945
14867,10022034,6,144.8,138.053426839955
14906,10022041,13,106.21,98.40638411289
14933,10022056,15,114.02,107.60346738628
14951,10022059,10,106.07,98.829792845585
14992,10022068,3,124.67,131.485517536945
14994,10022068,0,126.74,119.694826240135
15020,10022074,5,111.87,105.644537552225
15047,10022082,14,126.82,134.209405170425
15082,10022088,12,132.79,139.545456973565
15111,10022249,9,60.9,53.04124559265
15191,10022341,10,70.11,60.388996270715
15227,10022424,8,114.64,108.255348669555
15228,10022424,2,124.3,135.30450773837
15229,10022424,7,124.3,135.08956571109
15239,10022456,8,30.08,36.65790810144
15241,10022456,6,70.02,62.86614514716
15260,10022464,5,84.22,91.8883444529
15299,10022713,6,24.9,1.669167184985
15300,10022713,23,47.2,127.58534419572
15303,10022713,27,66.9,6.407986131427
15306,10022713,13,119.9,4.204843006783
15307,10022713,14,119.9,4.282731905129
15308,10022713,11,124.8,2.159484184409
15309,10022713,12,124.8,1.522601072992
15311,10022713,10,127,1.324321839966
15312,10022713,7,127.8,2.761618267407
15313,10022713,8,127.8,1.838443291929
15315,10022713,22,141.2,127.74693730256
15316,10022713,21,141.3,128.17024938866
15317,10022713,20,143.6,129.439509120795
15320,10022713,24,170.38,129.45990155234
15344,10022735,4,104.6,116.904832335675
15388,10022749,15,105.6,97.01389997213
15441,10022762,14,118.9,130.102504762495
15442,10022762,12,123.2,129.330878348015
15443,10022762,15,130,116.92831745826
15444,10022762,16,130.2,124.179034954945
15446,10022762,18,143.6,154.06187218916
15447,10022762,13,153.7,142.1349091934
15458,10022769,11,117.15,125.91471115455
15461,10022769,13,125.73,118.07725217962
15476,10022774,20,123.97,130.640439710265
15497,10022816,6,41.9,49.338617891605
15548,10022844,1,113.2,124.718902834615
15549,10022844,4,114.3,121.372417836145
15563,10022846,4,108.5,102.4266891717
15576,10022848,2,166.6,178.19027451048
15577,10022848,5,171.8,164.35840712727
15585,10022850,4,158.4,149.733361138895
15586,10022851,10,25.4,1.343474847756
15587,10022851,18,28,1.233846679358
15588,10022851,19,28,2.530961330736
15591,10022851,11,29.4,2.426167016685
15592,10022851,13,32.8,1.266589202199
15593,10022851,9,36.1,1.185416931089
15596,10022851,17,82.4,1.318575937629
15659,10022898,2,84.8,91.479046123075
15669,10022911,4,63.8,76.28900414033
15675,10022943,6,18,130.54949526437
15748,10022985,4,128.4,139.51849257356
15750,10022989,18,12.8,2.49320254395
15752,10022989,5,31.8,6.089863792515
15756,10022989,2,73.8,168.759596416975
15762,10022989,17,135.3,3.191648894692
15774,10022990,5,29.6,11.798736981121
15780,10022990,2,71.5,163.81776607484
15781,10022990,8,156.2,81.3461338703
15802,10023002,1,60.7,68.127102545985
15814,10023002,4,147.7,139.37236292192
15816,10023002,2,171.4,178.58092004747
15855,10023027,7,135.3,127.429066651605
15877,10023046,1,97.9,105.400988132825
15879,10023046,4,110.3,122.82453292602
15889,10023049,3,147.6,154.187222822875
15901,10023057,6,36.3,42.43950070753
15968,10023092,5,145.6,139.61881173917
15972,10023097,10,12.5,22.156569754665
15983,10023097,9,168.4,147.630524524885
16042,10023251,5,133.4,140.23773653355
16043,10023251,6,140.9,133.228635524365
16044,10023251,12,141.3,153.933815450785
16070,10023412,4,116.7,123.178935989885
16079,10023412,3,144.1,131.206015584205
16081,10023412,10,149,140.06203302384
16084,10023412,8,195.2,173.07399706437
16093,10023445,0,14.7,2.84551696111998
16097,10023445,6,112.2,5.055510167056
16099,10023445,5,139.8,5.069099682107
16117,10023478,0,123,129.35900250716
16118,10023478,4,123,129.799807626955
16119,10023478,2,125.8,132.109274661075
16151,10023508,12,190.8,204.575278178455
16255,10023626,6,49.1,25.983581623475
16273,10023631,6,169.8,157.93102197339
16381,10023701,7,101,113.589080954415
16440,10023708,4,141.5,135.512201271025
16474,10023738,8,116.8,110.75124698543
16509,10023746,5,96,114.507223606915
16558,10023757,6,132,139.59097751981
16581,10023760,1,86.8,78.635486820335
16584,10023760,3,126.8,117.556616972355
16612,10023762,13,134.3,142.08059380701
16641,10023785,0,54,60.51956582056
16643,10023785,2,134.9,118.64031524209
16646,10023786,0,54.4,67.20461079671
16650,10023786,9,164.3,156.160746292775
16652,10023786,2,179.1,189.63613075633
16681,10023797,7,114,107.333533446445
16711,10023806,7,149.5,158.16432685372
16712,10023806,3,152.5,145.9988400615
16713,10023806,0,157.3,150.82363137709
16716,10023819,6,32.4,39.216046824495
16719,10023819,7,40.5,50.861961521995
16760,10023837,8,70.6,4.643355680375
16763,10023837,7,84.1,4.790104201966
16767,10023837,2,150.7,157.21081154745
16770,10023842,9,66.5,5.059796792609
16774,10023842,8,126.9,4.686860369498
16792,10023850,0,126.2,119.911701199315
16822,10023879,11,19.2,13.142921718585
16851,10023936,19,104,123.09591656478
16856,10023936,4,123.5,136.44899671636
16857,10023936,12,123.5,140.693231935785
16863,10023936,3,127.4,121.094075642545
16961,10023963,6,142.1,148.56364739961
16996,10023973,9,158.1,151.58443337293
16997,10023973,6,160.2,153.57651298907
17005,10023979,0,104.6,118.82278401345
17007,10023979,13,111.7,129.04664071212
17025,10023982,0,110.7,128.698229737145
17043,10023984,5,120.9,127.030496093825
17044,10023984,4,128,119.20782404793
17071,10023991,14,47.1,57.668201328275
17191,10024096,0,59,69.66078736204
17197,10024099,3,38.5,143.6232667564
17200,10024099,5,111.7,5.10165979535
17223,10024125,12,32.3,172.26989739397
17225,10024125,15,51.2,10.679927711788
17243,10024158,4,45.9,53.583336344005
17247,10024158,1,135.5,143.14911856133
17248,10024164,5,50.1,56.45441674167
17250,10024165,4,62.1,70.23216203168
17260,10024169,4,133.6,140.97283053512
17263,10024174,1,58.9,66.58723234785
17264,10024174,3,131.5,137.89154379333
17399,10024224,6,50.7,40.73832734234
17430,10024296,2,197.7,205.732524506985
17448,10024302,5,96.9,113.466339778765
17466,10024323,0,147.6,154.492239476695
17472,10024326,2,117.6,125.447424867725
17478,10024327,0,144.4,152.29188644833
17517,10024355,3,117.5,123.81632028391
17613,10024393,7,119.4,105.5174472798
17615,10024393,9,130.4,123.422292116095
17620,10024393,6,144.5,154.18016762144
17635,10024395,5,163.9,171.66527629565
17636,10024397,8,97.4,105.90500012575
17637,10024397,10,114.1,121.914605234095
17641,10024397,11,120.1,126.7932287031
17647,10024397,5,160,169.5496823311
17887,10024912,4,128.4,134.956290056585
17910,10024974,6,37.6,146.14071726296
17911,10024974,5,38.7,48.29802400324
17913,10024974,3,44.7,36.91982037389
17915,10024974,8,115.4,5.311522037849
17962,10024998,11,102.4,96.428704839405
17972,10024998,0,157.2,149.310049052795
18056,10025021,0,149.7,160.713767383225
18075,10025028,1,160.6,169.563696087375
18084,10025029,1,160.1,166.6386868897
18099,10025041,0,163.9,154.02727270815
18100,10025041,1,164.7,142.942584787815
18131,10025066,9,14,1.131879714076
18133,10025066,6,39.5,7.207669809059
18135,10025066,14,52,1.662418029859
18137,10025066,10,54.8,1.434953261153
18139,10025066,11,169.4,1.209312588427
18142,10025067,9,40.7,34.53864156628
18158,10025076,6,38.3,7.173194395037
18159,10025076,9,42.9,31.910917294825
18161,10025076,8,58.4,6.915358428264
18162,10025076,7,83.2,7.171005479861
18206,10025090,8,169.7,160.59344237245
18230,10025125,8,61.6,3.820688393395
18233,10025125,9,126.1,3.757757082085
18235,10025125,10,128.2,7.418535304347
18238,10025125,7,159.9,3.705952756253
18242,10025134,14,28,21.44592734163
18286,10025148,2,106.2,99.004143302965
18294,10025157,1,113.6,106.85426298184
18320,10025162,0,113.4,107.490487516725
18331,10025167,14,113.9,107.953038120395
18394,10025346,2,56.4,50.049936830805
18436,10025388,3,111.6,120.677335524905
18437,10025388,8,121.2,113.182778669035
18439,10025388,6,126.8,120.43871508185
18457,10025389,7,94.7,67.71393835236
18488,10025944,11,63.1,93.79730799734
18500,10025944,6,136.4,7.329337010925
18503,10025944,13,205,212.56804823155
18550,10026406,4,73.1,61.203533773375
18566,10026414,9,120.8,1.35952689238
18567,10026414,11,123.7,1.656124898728
18568,10026414,10,136.4,1.787733423685
18569,10026414,8,148.2,2.606934928303
18570,10026414,7,160.8,3.984674621997
18575,10026996,0,125.67,142.51009127519
18576,10026996,4,125.67,104.387358644465
18577,10026996,5,155.46,166.457667817265
18578,10026996,2,162.98,152.349391172355
18636,10027149,10,184.7,171.89858117598
18655,10027307,6,29.5,36.156408919985
18673,10027307,8,210.9,220.541488965645
18675,10027487,32,19,1.497702162865
18676,10027487,17,20,3.869026936865
18677,10027487,14,21.3,1.921530863818
18678,10027487,13,22.2,2.245490309866
18682,10027487,12,67.2,1.587447685081
18684,10027487,6,84.9,1.156322600208
18686,10027487,10,111,3.787763460956
18687,10027487,8,121.9,1.211045479608
18690,10027487,31,140.7,1.672724172146
18691,10027487,29,142.1,7.552059130083
18693,10027487,11,154.7,1.575864675608
18695,10027487,16,169.7,1.836619195949
18696,10027487,7,192.3,1.294497870693
18699,10027666,7,17.5,1.137352002016
18702,10027666,12,24.4,1.013404680175
18708,10027666,8,46.2,1.759824755191
18710,10027666,13,73.2,1.001730465903
18712,10027666,11,134.9,1.308999433734
18714,10027786,19,24.1,33.941848842155
18718,10027786,13,113.9,105.40669028193
18735,10027988,21,18.4,0.952935898437996
18736,10027988,24,19.8,1.369468215471
18738,10027988,29,21.6,1.587447685081
18740,10027988,0,25.7,32.83302245772
18742,10027988,25,26.9,1.411604832609
18744,10027988,19,27.2,1.775785595016
18745,10027988,11,27.4,0.387283735039997
18746,10027988,10,28.6,20.2848151493
18747,10027988,6,31.4,2.129660215136
18749,10027988,16,33.4,39.83622802461
18754,10027988,7,46,2.770100313714
18755,10027988,5,48.9,8.478243863928
18756,10027988,12,49.3,1.070498884349
18757,10027988,20,52.7,1.422823022886
18759,10027988,27,128.7,1.229377644207
18761,10027988,28,170.8,2.326480171378
18764,10027988,23,32,0.901496391801999
18766,10116054,11,18.8,2.234545733986
18771,10116054,10,62.3,3.134281076121
18777,10116054,6,128.8,43.5940409314
18800,20000243,8,15.6,2.285985240622
18801,20000243,11,20.6,4.636971344445
18802,20000243,16,20.6,50.520799041645
18805,20000243,0,34.3,22.16536459481
18810,20000243,12,62.9,3.238892980574
18811,20000243,14,62.9,36.359173476295
18812,20000243,9,64.7,1.807616069867
18813,20000243,3,136.7,68.809814093065
18815,20000243,10,170.2,2.229347060443
18841,20000460,8,11.7,3.587204107955
18848,20000460,7,136.6,4.459851624787
18851,20000563,5,134.3,141.964327953225
18853,20000563,8,70,76.46838022065
18862,20000580,13,24.8,33.917880486595
18863,20000580,11,33.2,23.61583669257
18868,20000580,2,115.7,122.77756268085
18871,20000580,4,125.3,114.67451886286
18877,20000581,12,22.4,143.74910062309
18878,20000581,10,28.6,4.599030148061
18880,20000581,9,33.5,4.013039314486
18888,20000581,5,127.3,138.6285707268
18889,20000581,8,137.4,1.769310054287
18893,20000600,7,118.5,130.11342582773
18920,20000685,22,17.8,5.615051608921
18922,20000685,21,25.8,5.973851288187
18923,20000685,17,56,7.717231021072
18963,20024872,12,161.96,154.437924090305
18964,20024872,20,161.96,154.64832372762
18967,20024997,22,22.6,5.3615934725
18973,20024997,20,46.3,1.93685327005
18974,20024997,19,71.5,1.643721046064
18987,20024997,21,170.3,1.946429773945
18994,20025005,4,115,109.04582117006
19005,20025005,2,168.8,161.95171361858
19016,20025017,2,82.4,5.726959897294
19023,20025017,3,169.8,6.321159162779
19045,20025037,19,60.9,117.97248727064
19046,20025037,11,69.82,5.529501507459
19047,20025037,6,101.03,6.425406248036
19054,20025037,13,128.83,6.741157262174
19057,20025037,12,140.6,6.847684467406
19062,20025037,10,169.29,5.844158064009
19083,20025045,13,19.1,29.47725938613
19085,20025045,16,23.7,1.484021443015
19087,20025045,1,27.9,40.42325944264
19089,20025045,14,31.1,1.953087724272
19091,20025045,6,37.3,1.88030629467
19093,20025045,19,41.3,1.110172971914
19095,20025045,20,51.2,1.023528412864
19101,20025045,17,145.6,1.632046831792
19102,20025045,15,174.7,1.54102444239
19103,20025045,7,200.3,2.279053675898
19126,20025049,25,23.39,7.020791175908
19134,20025049,23,110.93,7.060374058674
19135,20025049,24,118.39,7.236672935141
19142,20025049,20,126.85,6.983032389122
19145,20025049,21,130.56,6.139387998372
19150,20025049,19,138.39,7.628215137248
19163,20025509,10,31.6,6.886993735775
19164,20025509,11,54,7.41096530603
19165,20025509,9,62.2,5.52028982276
19166,20025509,7,114.9,4.545128111852
19177,20025518,25,20.4,94.74695743981
19178,20025518,17,21.3,0.903502897379997
19181,20025518,15,23.1,1.546131911134
19184,20025518,20,30,1.024349256055
19185,20025518,13,38.6,0.803177618479996
19186,20025518,12,52.1,0.959411439166999
19190,20025518,18,121,1.450640486581
19197,20025518,19,149.7,2.101751546642
19199,20025518,16,164.1,0.619673562891997
19201,20025518,11,171.4,1.084635628194
19204,20025564,1,49.25,42.712720631595
19205,20025564,4,49.25,59.641144918605
19206,20025564,2,276.91,291.138540628915
19233,20025666,14,111.1,104.941143633815
19237,20025666,26,111.1,104.827487238095
19260,20025667,3,106.5,98.480898637635
19261,20025667,5,106.5,113.97383104911
19263,20025667,17,114.5,108.403797839475
19282,20025741,10,118.6,126.28332126788
19283,20025741,7,121.8,129.550072825475
19286,20025741,14,125.3,132.360749101265
19289,20025741,5,128.4,121.20396282106
19294,20025741,11,131.9,116.279915452405
19304,20025747,14,64.6,110.805659018415
19362,20025780,2,151.5,125.262056698515
19372,20025784,3,163.3,171.915301036915
19373,20025784,6,170.2,163.531402213855
19388,20025798,9,61.3,4.26895998048
19389,20025798,8,72,4.454288132048
19397,20025798,2,159.4,151.9831972239
19408,20025799,3,150.4,158.91990993343
19409,20025799,2,160.1,146.219097651505
19442,20025818,2,158.9,167.309704198785
19444,20025818,0,166.1,157.55100756185
19455,20025828,1,131.2,139.6433599743
19457,20025828,3,139.7,127.745487603635
19507,20025930,4,76,148.022523114205
19512,20025930,1,159.3,147.680587461095
19514,20025932,5,114.6,122.187341925185
19515,20025932,0,132.4,139.35206713697
19516,20025932,1,136.8,129.660249943775
19517,20025932,4,147,139.859944993695
19521,20025932,6,168.2,162.11060062076
19527,20025940,5,113,119.86018856418
19531,20025940,0,161.7,154.55283689176
19538,20025946,4,74.5,66.74032055433
19540,20025946,6,151.7,145.66560260194
19589,20025971,3,60.9,68.280963925225
19598,20025973,9,60.7,68.71403731742
19620,20025989,5,114.8,108.824210527725
19626,20025990,10,19.6,7.3407376108
19627,20025990,11,19.7,7.566743102722
19629,20025990,9,32,2.253151512982
19632,20025990,7,63.7,2.599638544383
19633,20025990,8,65.5,2.685827079438
19650,20026004,4,115,107.31062820343
19652,20026004,5,119.3,109.87060321179
19660,20026013,6,135,127.70189998929
19721,20026161,8,9.5,17.5516494427
19730,20026161,9,194.3,188.307916601245
19744,20026176,6,95.4,102.78215534811
19786,20026190,6,160.7,150.547125468795
19820,20026205,5,161.9,154.546748156275
19852,20026259,1,130.2,136.46426687837
19874,20026269,1,138.5,146.37982093899
19877,20026271,3,68,78.84318035299
19878,20026271,1,85.5,97.63185830056
19882,20026277,2,76.4,85.9349142009
19898,20026288,1,127.3,134.873173984885
19904,20026289,5,90.7,101.965008387385
